Reaction_No,Reactant_1,Reactant_2,Ligand,Base,Solvent,Yield
4027,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B5, K3PO4","S2, THF",0.6761
4028,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B5, K3PO4","S2, THF",0.172964
4029,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B5, K3PO4","S2, THF",0.377755
4030,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B5, K3PO4","S2, THF",0.162325
4031,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B5, K3PO4","S2, THF",0.236711
4032,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B5, K3PO4","S2, THF",0.173239
4033,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B1, None","S4, DMF",0.137847
4034,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B1, None","S4, DMF",0.120223
4035,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B1, None","S4, DMF",0.137222
4036,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B1, None","S4, DMF",0.124651
4037,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B1, None","S4, DMF",0.116544
4038,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B1, None","S4, DMF",0.138956
4039,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B1, None","S4, DMF",0.135624
4040,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B1, None","S4, DMF",0.13745
4041,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B1, None","S4, DMF",0.153593
4042,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B1, None","S4, DMF",0.142996
4043,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B1, None","S4, DMF",0.221399
4044,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B1, None","S4, DMF",0.131605
4045,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B8, NaOH","S4, DMF",0.187865
4046,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B8, NaOH","S4, DMF",0.169004
4047,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B8, NaOH","S4, DMF",0.183002
4048,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B8, NaOH","S4, DMF",0.170933
4049,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B8, NaOH","S4, DMF",0.186385
4050,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B8, NaOH","S4, DMF",0.20274
4051,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B8, NaOH","S4, DMF",0.225291
4052,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B8, NaOH","S4, DMF",0.173226
4053,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B8, NaOH","S4, DMF",0.212803
4054,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B8, NaOH","S4, DMF",0.170902
4055,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B8, NaOH","S4, DMF",0.235936
4056,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B8, NaOH","S4, DMF",0.193462
4057,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B6, KOH","S4, DMF",0.14481
4058,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B6, KOH","S4, DMF",0.130353
4059,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B6, KOH","S4, DMF",0.13508
4060,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B6, KOH","S4, DMF",0.123631
4061,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B6, KOH","S4, DMF",0.140571
4062,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B6, KOH","S4, DMF",0.142217
4063,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B6, KOH","S4, DMF",0.137385
4064,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B6, KOH","S4, DMF",0.141047
4065,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B6, KOH","S4, DMF",0.155345
4066,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B6, KOH","S4, DMF",0.141033
4067,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B6, KOH","S4, DMF",0.208832
4068,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B6, KOH","S4, DMF",0.153312
4069,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B3, LiOtBu","S4, DMF",0.137639
4070,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B3, LiOtBu","S4, DMF",0.144813
4071,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B3, LiOtBu","S4, DMF",0.179883
4072,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B3, LiOtBu","S4, DMF",0.116045
4073,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B3, LiOtBu","S4, DMF",0.12441
4074,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B3, LiOtBu","S4, DMF",0.162675
4075,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B3, LiOtBu","S4, DMF",0.123641
4076,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B3, LiOtBu","S4, DMF",0.135313
4077,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B3, LiOtBu","S4, DMF",0.165723
4078,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B3, LiOtBu","S4, DMF",0.134972
4079,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B3, LiOtBu","S4, DMF",0.190418
4080,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B3, LiOtBu","S4, DMF",0.12835
4081,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B7, NaHCO3","S4, DMF",0.138504
4082,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B7, NaHCO3","S4, DMF",0.131182
4083,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B7, NaHCO3","S4, DMF",0.152299
4084,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B7, NaHCO3","S4, DMF",0.118323
4085,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B7, NaHCO3","S4, DMF",0.130859
4086,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B7, NaHCO3","S4, DMF",0.13769
4087,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B7, NaHCO3","S4, DMF",0.121442
4088,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B7, NaHCO3","S4, DMF",0.126152
4089,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B7, NaHCO3","S4, DMF",0.136769
4090,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B7, NaHCO3","S4, DMF",0.140776
4091,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B7, NaHCO3","S4, DMF",0.198005
4092,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B7, NaHCO3","S4, DMF",0.1393
4093,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B2, Et3N","S4, DMF",0.1756
4094,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B2, Et3N","S4, DMF",0.13215
4095,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B2, Et3N","S4, DMF",0.157094
4096,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B2, Et3N","S4, DMF",0.12615
4097,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B2, Et3N","S4, DMF",0.127776
4098,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B2, Et3N","S4, DMF",0.147437
4099,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B2, Et3N","S4, DMF",0.138664
4100,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B2, Et3N","S4, DMF",0.133651
4101,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B2, Et3N","S4, DMF",0.157275
4102,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B2, Et3N","S4, DMF",0.145751
4103,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B2, Et3N","S4, DMF",0.238611
4104,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B2, Et3N","S4, DMF",0.140734
4105,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B4, CsF","S4, DMF",0.144129
4106,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B4, CsF","S4, DMF",0.124914
4107,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B4, CsF","S4, DMF",0.203586
4108,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B4, CsF","S4, DMF",0.130122
4109,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B4, CsF","S4, DMF",0.13939
4110,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B4, CsF","S4, DMF",0.144833
4111,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B4, CsF","S4, DMF",0.141414
4112,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B4, CsF","S4, DMF",0.131436
4113,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B4, CsF","S4, DMF",0.15534
4114,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B4, CsF","S4, DMF",0.1369
4115,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B4, CsF","S4, DMF",0.215532
4116,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B4, CsF","S4, DMF",0.147028
4117,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B5, K3PO4","S4, DMF",0.138428
4118,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B5, K3PO4","S4, DMF",0.1315
4119,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B5, K3PO4","S4, DMF",0.161428
4120,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B5, K3PO4","S4, DMF",0.12259
4121,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B5, K3PO4","S4, DMF",0.14597
4122,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B5, K3PO4","S4, DMF",0.143544
4123,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B5, K3PO4","S4, DMF",0.153421
4124,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B5, K3PO4","S4, DMF",0.136371
4125,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B5, K3PO4","S4, DMF",0.147457
4126,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B5, K3PO4","S4, DMF",0.147816
4127,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B5, K3PO4","S4, DMF",0.21716
4128,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B5, K3PO4","S4, DMF",0.150921
4129,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B1, None","S1, MeOH",0.308742
4130,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B1, None","S1, MeOH",0.561455
4131,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B1, None","S1, MeOH",0.485014
4132,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B1, None","S1, MeOH",0.621212
4133,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B1, None","S1, MeOH",0.202056
4134,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B1, None","S1, MeOH",0.747085
4135,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B1, None","S1, MeOH",0.604834
4136,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B1, None","S1, MeOH",0.189063
4137,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B1, None","S1, MeOH",0.25609
4138,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B1, None","S1, MeOH",0.292241
4139,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B1, None","S1, MeOH",0.236269
4140,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B1, None","S1, MeOH",0.139921
4141,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B8, NaOH","S1, MeOH",0.288869
4142,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B8, NaOH","S1, MeOH",0.385249
4143,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B8, NaOH","S1, MeOH",0.589432
4144,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B8, NaOH","S1, MeOH",0.463216
4145,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B8, NaOH","S1, MeOH",0.272909
4146,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B8, NaOH","S1, MeOH",0.512575
4147,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B8, NaOH","S1, MeOH",0.447848
4148,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B8, NaOH","S1, MeOH",0.470211
4149,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B8, NaOH","S1, MeOH",0.247172
4150,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B8, NaOH","S1, MeOH",0.412884
4151,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B8, NaOH","S1, MeOH",0.128895
4152,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B8, NaOH","S1, MeOH",0.238394
4153,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B6, KOH","S1, MeOH",0.406569
4154,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B6, KOH","S1, MeOH",0.468274
4155,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B6, KOH","S1, MeOH",0.681536
4156,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B6, KOH","S1, MeOH",0.579808
4157,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B6, KOH","S1, MeOH",0.310766
4158,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B6, KOH","S1, MeOH",0.748377
4159,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B6, KOH","S1, MeOH",0.666749
4160,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B6, KOH","S1, MeOH",0.510383
4161,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B6, KOH","S1, MeOH",0.440825
4162,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B6, KOH","S1, MeOH",0.498255
4163,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B6, KOH","S1, MeOH",0.356271
4164,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B6, KOH","S1, MeOH",0.139646
4165,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B3, LiOtBu","S1, MeOH",0.41012
4166,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B3, LiOtBu","S1, MeOH",0.399543
4167,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B3, LiOtBu","S1, MeOH",0.73118
4168,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B3, LiOtBu","S1, MeOH",0.066507
4169,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B3, LiOtBu","S1, MeOH",0
4170,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B3, LiOtBu","S1, MeOH",0.630086
4171,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B3, LiOtBu","S1, MeOH",0.618445
4172,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B3, LiOtBu","S1, MeOH",0.594301
4173,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B3, LiOtBu","S1, MeOH",0.585738
4174,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B3, LiOtBu","S1, MeOH",0.583939
4175,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B3, LiOtBu","S1, MeOH",0.584884
4176,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B3, LiOtBu","S1, MeOH",0.597541
4177,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B7, NaHCO3","S1, MeOH",0.592428
4178,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B7, NaHCO3","S1, MeOH",0.576558
4179,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.409239
4180,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.527397
4181,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B7, NaHCO3","S1, MeOH",0.354142
4182,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B7, NaHCO3","S1, MeOH",0.740524
4183,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B7, NaHCO3","S1, MeOH",0.574366
4184,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B7, NaHCO3","S1, MeOH",0.393248
4185,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B7, NaHCO3","S1, MeOH",0.269558
4186,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B7, NaHCO3","S1, MeOH",0.460256
4187,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B7, NaHCO3","S1, MeOH",0.26719
4188,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B7, NaHCO3","S1, MeOH",0.142428
4189,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B2, Et3N","S1, MeOH",0.200951
4190,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B2, Et3N","S1, MeOH",0.408003
4191,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B2, Et3N","S1, MeOH",0.641131
4192,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B2, Et3N","S1, MeOH",0.572361
4193,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B2, Et3N","S1, MeOH",0.178669
4194,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B2, Et3N","S1, MeOH",0.719874
4195,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B2, Et3N","S1, MeOH",0.656939
4196,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B2, Et3N","S1, MeOH",0.210996
4197,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B2, Et3N","S1, MeOH",0.211341
4198,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B2, Et3N","S1, MeOH",0.248557
4199,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B2, Et3N","S1, MeOH",0.254939
4200,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B2, Et3N","S1, MeOH",0.139491
4201,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B4, CsF","S1, MeOH",0.341058
4202,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B4, CsF","S1, MeOH",0.570845
4203,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B4, CsF","S1, MeOH",0.647314
4204,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B4, CsF","S1, MeOH",0.711664
4205,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B4, CsF","S1, MeOH",0.280119
4206,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B4, CsF","S1, MeOH",0.743356
4207,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B4, CsF","S1, MeOH",0.566792
4208,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B4, CsF","S1, MeOH",0.322318
4209,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B4, CsF","S1, MeOH",0.395028
4210,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B4, CsF","S1, MeOH",0.334534
4211,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B4, CsF","S1, MeOH",0.238316
4212,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B4, CsF","S1, MeOH",0.13608
4213,"1b, 6-Br-Q","2c, Trifluoroborate","L12, None","B5, K3PO4","S1, MeOH",0.380799
4214,"1b, 6-Br-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B5, K3PO4","S1, MeOH",0.458147
4215,"1b, 6-Br-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.721924
4216,"1b, 6-Br-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B5, K3PO4","S1, MeOH",0.529201
4217,"1b, 6-Br-Q","2c, Trifluoroborate","L4, P(Cy)3","B5, K3PO4","S1, MeOH",0.283156
4218,"1b, 6-Br-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B5, K3PO4","S1, MeOH",0.688557
4219,"1b, 6-Br-Q","2c, Trifluoroborate","L6, CataCXium A","B5, K3PO4","S1, MeOH",0.594358
4220,"1b, 6-Br-Q","2c, Trifluoroborate","L7, SPhos","B5, K3PO4","S1, MeOH",0.547959
4221,"1b, 6-Br-Q","2c, Trifluoroborate","L8, dtbpf","B5, K3PO4","S1, MeOH",0.336035
4222,"1b, 6-Br-Q","2c, Trifluoroborate","L9, XPhos","B5, K3PO4","S1, MeOH",0.425484
4223,"1b, 6-Br-Q","2c, Trifluoroborate","L10, dppf","B5, K3PO4","S1, MeOH",0.413122
4224,"1b, 6-Br-Q","2c, Trifluoroborate","L11, Xantphos","B5, K3PO4","S1, MeOH",0.139692
4225,"1a, 6-Cl-Q","2c, Trifluoroborate","L12, None","B1, None","S3, MeCN",0.242041
4226,"1a, 6-Cl-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B1, None","S3, MeCN",0.165626
4227,"1a, 6-Cl-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B1, None","S3, MeCN",0.195767
4228,"1a, 6-Cl-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B1, None","S3, MeCN",0.170942
4229,"1a, 6-Cl-Q","2c, Trifluoroborate","L4, P(Cy)3","B1, None","S3, MeCN",0.172663
4230,"1a, 6-Cl-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B1, None","S3, MeCN",0.184619
4231,"1a, 6-Cl-Q","2c, Trifluoroborate","L6, CataCXium A","B1, None","S3, MeCN",0.218893
4232,"1a, 6-Cl-Q","2c, Trifluoroborate","L7, SPhos","B1, None","S3, MeCN",0.160885
4233,"1a, 6-Cl-Q","2c, Trifluoroborate","L8, dtbpf","B1, None","S3, MeCN",0.206595
4234,"1a, 6-Cl-Q","2c, Trifluoroborate","L9, XPhos","B1, None","S3, MeCN",0.172545
4235,"1a, 6-Cl-Q","2c, Trifluoroborate","L10, dppf","B1, None","S3, MeCN",0.31049
4236,"1a, 6-Cl-Q","2c, Trifluoroborate","L11, Xantphos","B1, None","S3, MeCN",0.195241
4237,"1a, 6-Cl-Q","2c, Trifluoroborate","L12, None","B8, NaOH","S3, MeCN",0.18789
4238,"1a, 6-Cl-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B8, NaOH","S3, MeCN",0.161749
4239,"1a, 6-Cl-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B8, NaOH","S3, MeCN",0.183672
4240,"1a, 6-Cl-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B8, NaOH","S3, MeCN",0.159154
4241,"1a, 6-Cl-Q","2c, Trifluoroborate","L4, P(Cy)3","B8, NaOH","S3, MeCN",0.203281
4242,"1a, 6-Cl-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B8, NaOH","S3, MeCN",0.155215
4243,"1a, 6-Cl-Q","2c, Trifluoroborate","L6, CataCXium A","B8, NaOH","S3, MeCN",0.166479
4244,"1a, 6-Cl-Q","2c, Trifluoroborate","L7, SPhos","B8, NaOH","S3, MeCN",0.175964
4245,"1a, 6-Cl-Q","2c, Trifluoroborate","L8, dtbpf","B8, NaOH","S3, MeCN",0.170628
4246,"1a, 6-Cl-Q","2c, Trifluoroborate","L9, XPhos","B8, NaOH","S3, MeCN",0.168227
4247,"1a, 6-Cl-Q","2c, Trifluoroborate","L10, dppf","B8, NaOH","S3, MeCN",0.247912
4248,"1a, 6-Cl-Q","2c, Trifluoroborate","L11, Xantphos","B8, NaOH","S3, MeCN",0.168696
4249,"1a, 6-Cl-Q","2c, Trifluoroborate","L12, None","B6, KOH","S3, MeCN",0.155781
4250,"1a, 6-Cl-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B6, KOH","S3, MeCN",0.190166
4251,"1a, 6-Cl-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B6, KOH","S3, MeCN",0.170735
4252,"1a, 6-Cl-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B6, KOH","S3, MeCN",0.194111
4253,"1a, 6-Cl-Q","2c, Trifluoroborate","L4, P(Cy)3","B6, KOH","S3, MeCN",0.190547
4254,"1a, 6-Cl-Q","2c, Trifluoroborate","L5, P(o-Tol)3","B6, KOH","S3, MeCN",0.184618
4255,"1a, 6-Cl-Q","2c, Trifluoroborate","L6, CataCXium A","B6, KOH","S3, MeCN",0.160512
4256,"1a, 6-Cl-Q","2c, Trifluoroborate","L7, SPhos","B6, KOH","S3, MeCN",0.178415
4257,"1a, 6-Cl-Q","2c, Trifluoroborate","L8, dtbpf","B6, KOH","S3, MeCN",0.210126
4258,"1a, 6-Cl-Q","2c, Trifluoroborate","L9, XPhos","B6, KOH","S3, MeCN",0.16161
4259,"1a, 6-Cl-Q","2c, Trifluoroborate","L10, dppf","B6, KOH","S3, MeCN",0.238459
4260,"1a, 6-Cl-Q","2c, Trifluoroborate","L11, Xantphos","B6, KOH","S3, MeCN",0.189777
4261,"1a, 6-Cl-Q","2c, Trifluoroborate","L12, None","B3, LiOtBu","S3, MeCN",0.147543
4262,"1a, 6-Cl-Q","2c, Trifluoroborate","L1.0, P(tBu)3","B3, LiOtBu","S3, MeCN",0.157723
4263,"1a, 6-Cl-Q","2c, Trifluoroborate","L2, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.150097
4264,"1a, 6-Cl-Q","2c, Trifluoroborate","L3, P(Ph)3 ","B3, LiOtBu","S3, MeCN",0.125486
